# Data (black line) taken from Fig 5 of Ou et al (2303.12838)
# R [kpc]    Delta_sys/v_circ
11.281192965171702    0.022700004899078974
11.41385888203018    0.021970067981490843
11.546524798888655    0.021214444134251498
11.679190715747133    0.020484189658467128
11.811856632605611    0.02037747834311672
11.94452254946409    0.020800242393625976
12.077188466322568    0.021226217310341633
12.209854383181046    0.0216425596284381
12.342520300039524    0.022015020108380426
12.475186216898003    0.02237463712349716
12.60785213375648    0.022734254138613907
12.74051805061496    0.023026442963396246
12.873183967473437    0.02303500527327998
13.005849884331916    0.02301038863236425
13.138515801190394    0.022981490836506663
13.271181718048872    0.022936538709617066
13.40384763490735    0.02288302427284375
13.536513551765825    0.02283165041354135
13.669179468624304    0.022790979441593626
13.786051823952011    0.023331408359958228
13.883971905442792    0.024281677592351336
13.981891986933576    0.02523625473690469
14.08297078073051    0.026223796774510408
14.199843136058217    0.0272294668275731
14.329350340610542    0.026810983932005705
14.455698832856712    0.025869236873668752
14.58204732510288    0.024931985028020756
14.711554529655203    0.024120278051042984
14.841061734207528    0.02468811973964473
14.967410226453698    0.02562537158529271
15.093758718699867    0.026560375824596222
15.223265923252193    0.027471485867880452
15.355931840110667    0.02824088968258892
15.488597756969146    0.02893336649443573
15.621263673827624    0.02962370272881161
15.753929590686102    0.03011496525839072
15.88659550754458    0.030153495652867512
16.01926142440306    0.03017490142757684
16.151927341261537    0.0301823934487251
16.284593258120015    0.030464949674888248
16.417259174978494    0.031238768430630517
16.549925091836972    0.03202757122866931
16.68259100869545    0.0328163740267081
16.81525692555393    0.03303257235127233
16.947922842412407    0.03214102183462876
17.080588759270885    0.03121736265592119
17.213254676129363    0.03043605187903066
17.345920592987838    0.030233767308027487
17.478586509846316    0.030168479695164035
17.611252426704795    0.030110684103448845
17.75363745835144    0.030130525610006342
17.85872119772488    0.030993856842749287
17.93659979423868    0.032124529658204976
18.006091464974077    0.033070567601381384
18.07558313570947    0.03401864882305278
18.14507480644486    0.03496570840547669
18.207085316455153    0.035906691922902356
18.318803983283345    0.036368662339721344
18.451469900141824    0.03627233635352935
18.584135817000302    0.036171729212395504
18.71680173385878    0.03597693666254059
18.82735666457418    0.03512391654037382
18.91895932145265    0.03418013593343949
19.010561978331122    0.03323913807721736
19.102164635209597    0.032298140220995225
19.21587827823115    0.03135650019153183
19.345385482783474    0.031928783578385744
19.46857526272349    0.03285349614653296
19.591765042663503    0.03377968740306471
19.72491691526139    0.034296704098382244
19.903938091418464    0.0317487689217692
20.055761534839903    0.029534411406981334
20.212412958312957    0.02699148714250231
20.368808269977446    0.025874450555094075
20.485680625305154    0.02499363365918364
20.618346542163632    0.024150246135636044
20.75101245902211    0.02358406339457428
20.88367837588059    0.023889095684182224
21.016344292739067    0.024266907607801896
21.1518817662395    0.024666563151522672
21.251931585573068    0.025404356961418892
21.290099359272435    0.026698603614781727
21.321686482333977    0.0276890488105824
21.35327360539552    0.028677995602153422
21.384860728457063    0.029666942393724444
21.416447851518605    0.030652892376836174
21.450667234835276    0.03164052806470624
21.483044035973354    0.03260067739998862
21.5146311590349    0.03356913696399204
21.54069053556067    0.03455728929662191
21.57859508323452    0.03556716535397006
21.613628074266412    0.03657295126962909
21.651974399885184    0.03763949631866702
21.692308726256073    0.03872025584097438
21.725299721453684    0.039641070148410076
21.7624321394527    0.04068124790634882
21.80466863543213    0.04161866611617569
21.849823179922964    0.042635205139117
21.900783738462252    0.04362932273967
21.957268946760543    0.04464640133614088
22.008551570083988    0.0456340260063328
22.064665165169785    0.046624294919282924
22.11594778849323    0.047611919589474846
22.17206138357903    0.04860086638104587
22.224087233327452    0.04959774590089153
22.27128211131352    0.05060652451314913
22.277933987817068    0.05203025092023905
22.284251412429377    0.05361481339309716
22.290568837041686    0.05519937586595529
22.296886261653995    0.05678506214198564
22.303203686266304    0.058368500811671525
22.30952111087861    0.05995306328452964
22.31583853549092    0.061537625757387755
22.322155960103228    0.06312331203341812
22.328473384715537    0.06470675070310399
22.334790809327846    0.0662913131759621
22.341108233940155    0.06787587564882022
22.347425658552464    0.06946156192485059
22.35374308316477    0.07104500059453646
22.360060507777078    0.07262956306739457
22.366377932389387    0.0742141255402527
22.372695357001696    0.07579981181628305
22.379012781614005    0.07738325048596893
22.385330206226314    0.07896781295882704
22.39164763083862    0.08055237543168517
22.39796505545093    0.08214817593626568
22.404282480063237    0.08376532870111875
22.40917017173697    0.08528068855758106
22.417910067441216    0.08688415007626807
22.424227492053525    0.08859019032060163
22.426616434133813    0.09004276100911236
22.43690336351589    0.09161151812184753
22.443220788128198    0.09339427860871885
22.446188063324886    0.0948070694694322
22.45506908053349    0.09633237982720903
22.4613865051458    0.09818421201103027
22.474259223247238    0.09970085768347911
23.30474144695543    0.09977655385429497
23.323176187710477    0.09862892234995807
23.337997837762433    0.09759934575139069
23.347959930420302    0.09656631129690872
23.35476331077202    0.09557736450533769
23.36691220425723    0.09456594165032187
23.373715584608945    0.09357007914692168
23.40327789208962    0.09244137734546956
23.430557680188222    0.09157597904716987
23.54738989547685    0.09278838062274734
23.629286046516917    0.09390789663562038
23.704408465276323    0.0948610120216997
23.782618181976705    0.0958556527493434
23.856713332560023    0.09682783044314432
23.93183575131943    0.09778009076159258
23.995009997442516    0.0986268229374385
24.08029522970868    0.09952104917592074

